Date,Total,Category,State
2019-01-12,109574036.0,Beverages,Alabama
2019-01-13,109619123.37586206,Beverages,Alabama
2019-01-14,109664210.75172414,Beverages,Alabama
2019-01-15,109709298.1275862,Beverages,Alabama
2019-01-16,109754385.50344828,Beverages,Alabama
2019-01-17,109799472.87931034,Beverages,Alabama
2019-01-18,109844560.25517242,Beverages,Alabama
2019-01-19,109889647.63103448,Beverages,Alabama
2019-01-20,109934735.00689656,Beverages,Alabama
2019-01-21,109979822.38275862,Beverages,Alabama
2019-01-22,110024909.7586207,Beverages,Alabama
2019-01-23,110069997.13448276,Beverages,Alabama
2019-01-24,110115084.51034483,Beverages,Alabama
2019-01-25,110160171.8862069,Beverages,Alabama
2019-01-26,110205259.26206897,Beverages,Alabama
2019-01-27,110250346.63793103,Beverages,Alabama
2019-01-28,110295434.0137931,Beverages,Alabama
2019-01-29,110340521.38965517,Beverages,Alabama
2019-01-30,110385608.76551723,Beverages,Alabama
2019-01-31,110430696.14137931,Beverages,Alabama
2019-02-01,110475783.51724137,Beverages,Alabama
2019-02-02,110520870.89310345,Beverages,Alabama
2019-02-03,110565958.26896551,Beverages,Alabama
2019-02-04,110611045.64482759,Beverages,Alabama
2019-02-05,110656133.02068965,Beverages,Alabama
2019-02-06,110701220.39655173,Beverages,Alabama
2019-02-07,110746307.77241379,Beverages,Alabama
2019-02-08,110791395.14827587,Beverages,Alabama
2019-02-09,110836482.52413793,Beverages,Alabama
2019-02-10,110881569.9,Beverages,Alabama
2019-02-11,110926657.27586207,Beverages,Alabama
2019-02-12,110971744.65172413,Beverages,Alabama
2019-02-13,111016832.0275862,Beverages,Alabama
2019-02-14,111061919.40344827,Beverages,Alabama
2019-02-15,111107006.77931035,Beverages,Alabama
2019-02-16,111152094.15517241,Beverages,Alabama
2019-02-17,111197181.53103448,Beverages,Alabama
2019-02-18,111242268.90689655,Beverages,Alabama
2019-02-19,111287356.28275862,Beverages,Alabama
2019-02-20,111332443.65862069,Beverages,Alabama
2019-02-21,111377531.03448276,Beverages,Alabama
2019-02-22,111422618.41034482,Beverages,Alabama
2019-02-23,111467705.7862069,Beverages,Alabama
2019-02-24,111512793.16206896,Beverages,Alabama
2019-02-25,111557880.53793103,Beverages,Alabama
2019-02-26,111602967.9137931,Beverages,Alabama
2019-02-27,111648055.28965516,Beverages,Alabama
2019-02-28,111693142.66551724,Beverages,Alabama
2019-03-01,111738230.0413793,Beverages,Alabama
2019-03-02,111783317.41724138,Beverages,Alabama
2019-03-03,111828404.79310344,Beverages,Alabama
2019-03-04,111873492.16896552,Beverages,Alabama
2019-03-05,111918579.54482758,Beverages,Alabama
2019-03-06,111963666.92068966,Beverages,Alabama
2019-03-07,112008754.29655172,Beverages,Alabama
2019-03-08,112053841.6724138,Beverages,Alabama
2019-03-09,112098929.04827586,Beverages,Alabama
2019-03-10,112144016.42413794,Beverages,Alabama
2019-03-11,112189103.8,Beverages,Alabama
2019-03-12,112375011.78461538,Beverages,Alabama
2019-03-13,112560919.76923077,Beverages,Alabama
2019-03-14,112746827.75384615,Beverages,Alabama
2019-03-15,112932735.73846154,Beverages,Alabama
2019-03-16,113118643.72307692,Beverages,Alabama
2019-03-17,113304551.70769231,Beverages,Alabama
2019-03-18,113490459.6923077,Beverages,Alabama
2019-03-19,113676367.67692308,Beverages,Alabama
2019-03-20,113862275.66153845,Beverages,Alabama
2019-03-21,114048183.64615384,Beverages,Alabama
2019-03-22,114234091.63076922,Beverages,Alabama
2019-03-23,114419999.61538461,Beverages,Alabama
2019-03-24,114605907.6,Beverages,Alabama
2019-03-25,114791815.58461538,Beverages,Alabama
2019-03-26,114977723.56923077,Beverages,Alabama
2019-03-27,115163631.55384615,Beverages,Alabama
2019-03-28,115349539.53846154,Beverages,Alabama
2019-03-29,115535447.52307692,Beverages,Alabama
2019-03-30,115721355.5076923,Beverages,Alabama
2019-03-31,115907263.4923077,Beverages,Alabama
2019-04-01,116093171.47692308,Beverages,Alabama
2019-04-02,116279079.46153846,Beverages,Alabama
2019-04-03,116464987.44615385,Beverages,Alabama
2019-04-04,116650895.43076923,Beverages,Alabama
2019-04-05,116836803.41538462,Beverages,Alabama
2019-04-06,117022711.4,Beverages,Alabama
2019-04-07,117208619.38461539,Beverages,Alabama
2019-04-08,117394527.36923078,Beverages,Alabama
2019-04-09,117580435.35384615,Beverages,Alabama
2019-04-10,117766343.33846153,Beverages,Alabama
2019-04-11,117952251.32307692,Beverages,Alabama
2019-04-12,118138159.3076923,Beverages,Alabama
2019-04-13,118324067.29230769,Beverages,Alabama
2019-04-14,118509975.27692308,Beverages,Alabama
2019-04-15,118695883.26153846,Beverages,Alabama
2019-04-16,118881791.24615385,Beverages,Alabama
2019-04-17,119067699.23076923,Beverages,Alabama
2019-04-18,119253607.21538462,Beverages,Alabama
2019-04-19,119439515.2,Beverages,Alabama
2019-04-20,119625423.18461539,Beverages,Alabama
2019-04-21,119811331.16923077,Beverages,Alabama
2019-04-22,119997239.15384616,Beverages,Alabama
2019-04-23,120183147.13846155,Beverages,Alabama
2019-04-24,120369055.12307693,Beverages,Alabama
2019-04-25,120554963.10769232,Beverages,Alabama
2019-04-26,120740871.09230769,Beverages,Alabama
2019-04-27,120926779.07692307,Beverages,Alabama
2019-04-28,121112687.06153846,Beverages,Alabama
2019-04-29,121298595.04615384,Beverages,Alabama
2019-04-30,121484503.03076923,Beverages,Alabama
2019-05-01,121670411.01538461,Beverages,Alabama
2019-05-02,121856319.0,Beverages,Alabama
2019-05-03,122042226.98461539,Beverages,Alabama
2019-05-04,122228134.96923077,Beverages,Alabama
2019-05-05,122414042.95384616,Beverages,Alabama
2019-05-06,122599950.93846154,Beverages,Alabama
2019-05-07,122785858.92307693,Beverages,Alabama
2019-05-08,122971766.90769231,Beverages,Alabama
2019-05-09,123157674.8923077,Beverages,Alabama
2019-05-10,123343582.87692308,Beverages,Alabama
2019-05-11,123529490.86153847,Beverages,Alabama
2019-05-12,123715398.84615386,Beverages,Alabama
2019-05-13,123901306.83076924,Beverages,Alabama
2019-05-14,124087214.81538463,Beverages,Alabama
2019-05-15,124273122.80000001,Beverages,Alabama
2019-05-16,124459030.78461538,Beverages,Alabama
2019-05-17,124644938.76923077,Beverages,Alabama
2019-05-18,124830846.75384615,Beverages,Alabama
2019-05-19,125016754.73846154,Beverages,Alabama
2019-05-20,125202662.72307692,Beverages,Alabama
2019-05-21,125388570.70769231,Beverages,Alabama
2019-05-22,125574478.6923077,Beverages,Alabama
2019-05-23,125760386.67692308,Beverages,Alabama
2019-05-24,125946294.66153847,Beverages,Alabama
2019-05-25,126132202.64615385,Beverages,Alabama
2019-05-26,126318110.63076924,Beverages,Alabama
2019-05-27,126504018.61538462,Beverages,Alabama
2019-05-28,126689926.60000001,Beverages,Alabama
2019-05-29,126875834.5846154,Beverages,Alabama
2019-05-30,127061742.56923078,Beverages,Alabama
2019-05-31,127247650.55384617,Beverages,Alabama
2019-06-01,127433558.53846154,Beverages,Alabama
2019-06-02,127619466.52307692,Beverages,Alabama
2019-06-03,127805374.5076923,Beverages,Alabama
2019-06-04,127991282.4923077,Beverages,Alabama
2019-06-05,128177190.47692308,Beverages,Alabama
2019-06-06,128363098.46153846,Beverages,Alabama
2019-06-07,128549006.44615385,Beverages,Alabama
2019-06-08,128734914.43076923,Beverages,Alabama
2019-06-09,128920822.41538462,Beverages,Alabama
2019-06-10,129106730.4,Beverages,Alabama
2019-06-11,128773031.88253969,Beverages,Alabama
2019-06-12,128439333.36507937,Beverages,Alabama
2019-06-13,128105634.84761906,Beverages,Alabama
2019-06-14,127771936.33015874,Beverages,Alabama
2019-06-15,127438237.81269842,Beverages,Alabama
2019-06-16,127104539.2952381,Beverages,Alabama
2019-06-17,126770840.77777778,Beverages,Alabama
2019-06-18,126437142.26031746,Beverages,Alabama
2019-06-19,126103443.74285714,Beverages,Alabama
2019-06-20,125769745.22539683,Beverages,Alabama
2019-06-21,125436046.70793651,Beverages,Alabama
2019-06-22,125102348.1904762,Beverages,Alabama
2019-06-23,124768649.67301588,Beverages,Alabama
2019-06-24,124434951.15555556,Beverages,Alabama
2019-06-25,124101252.63809524,Beverages,Alabama
2019-06-26,123767554.12063493,Beverages,Alabama
2019-06-27,123433855.60317461,Beverages,Alabama
2019-06-28,123100157.0857143,Beverages,Alabama
2019-06-29,122766458.56825396,Beverages,Alabama
2019-06-30,122432760.05079365,Beverages,Alabama
2019-07-01,122099061.53333333,Beverages,Alabama
2019-07-02,121765363.01587301,Beverages,Alabama
2019-07-03,121431664.4984127,Beverages,Alabama
2019-07-04,121097965.98095238,Beverages,Alabama
2019-07-05,120764267.46349207,Beverages,Alabama
2019-07-06,120430568.94603175,Beverages,Alabama
2019-07-07,120096870.42857143,Beverages,Alabama
2019-07-08,119763171.91111112,Beverages,Alabama
2019-07-09,119429473.3936508,Beverages,Alabama
2019-07-10,119095774.87619048,Beverages,Alabama
2019-07-11,118762076.35873017,Beverages,Alabama
2019-07-12,118428377.84126985,Beverages,Alabama
2019-07-13,118094679.32380952,Beverages,Alabama
2019-07-14,117760980.8063492,Beverages,Alabama
2019-07-15,117427282.28888889,Beverages,Alabama
2019-07-16,117093583.77142857,Beverages,Alabama
2019-07-17,116759885.25396825,Beverages,Alabama
2019-07-18,116426186.73650794,Beverages,Alabama
2019-07-19,116092488.21904762,Beverages,Alabama
2019-07-20,115758789.7015873,Beverages,Alabama
2019-07-21,115425091.18412699,Beverages,Alabama
2019-07-22,115091392.66666667,Beverages,Alabama
2019-07-23,114757694.14920636,Beverages,Alabama
2019-07-24,114423995.63174602,Beverages,Alabama
2019-07-25,114090297.11428571,Beverages,Alabama
2019-07-26,113756598.59682539,Beverages,Alabama
2019-07-27,113422900.07936507,Beverages,Alabama
2019-07-28,113089201.56190476,Beverages,Alabama
2019-07-29,112755503.04444444,Beverages,Alabama
2019-07-30,112421804.52698413,Beverages,Alabama
2019-07-31,112088106.00952381,Beverages,Alabama
2019-08-01,111754407.49206349,Beverages,Alabama
2019-08-02,111420708.97460318,Beverages,Alabama
2019-08-03,111087010.45714286,Beverages,Alabama
2019-08-04,110753311.93968254,Beverages,Alabama
2019-08-05,110419613.42222223,Beverages,Alabama
2019-08-06,110085914.90476191,Beverages,Alabama
2019-08-07,109752216.3873016,Beverages,Alabama
2019-08-08,109418517.86984128,Beverages,Alabama
2019-08-09,109084819.35238095,Beverages,Alabama
2019-08-10,108751120.83492063,Beverages,Alabama
2019-08-11,108417422.31746031,Beverages,Alabama
2019-08-12,108083723.8,Beverages,Alabama
2019-08-13,108131210.28333333,Beverages,Alabama
2019-08-14,108178696.76666667,Beverages,Alabama
2019-08-15,108226183.25,Beverages,Alabama
2019-08-16,108273669.73333333,Beverages,Alabama
2019-08-17,108321156.21666667,Beverages,Alabama
2019-08-18,108368642.7,Beverages,Alabama
2019-08-19,108416129.18333334,Beverages,Alabama
2019-08-20,108463615.66666666,Beverages,Alabama
2019-08-21,108511102.14999999,Beverages,Alabama
2019-08-22,108558588.63333333,Beverages,Alabama
2019-08-23,108606075.11666666,Beverages,Alabama
2019-08-24,108653561.6,Beverages,Alabama
2019-08-25,108701048.08333333,Beverages,Alabama
2019-08-26,108748534.56666666,Beverages,Alabama
2019-08-27,108796021.05,Beverages,Alabama
2019-08-28,108843507.53333333,Beverages,Alabama
2019-08-29,108890994.01666667,Beverages,Alabama
2019-08-30,108938480.5,Beverages,Alabama
2019-08-31,108985966.98333333,Beverages,Alabama
2019-09-01,109033453.46666667,Beverages,Alabama
2019-09-02,109080939.95,Beverages,Alabama
2019-09-03,109128426.43333334,Beverages,Alabama
2019-09-04,109175912.91666666,Beverages,Alabama
2019-09-05,109223399.39999999,Beverages,Alabama
2019-09-06,109270885.88333333,Beverages,Alabama
2019-09-07,109318372.36666666,Beverages,Alabama
2019-09-08,109365858.85,Beverages,Alabama
2019-09-09,109413345.33333333,Beverages,Alabama
2019-09-10,109460831.81666666,Beverages,Alabama
2019-09-11,109508318.3,Beverages,Alabama
2019-09-12,109555804.78333333,Beverages,Alabama
2019-09-13,109603291.26666667,Beverages,Alabama
2019-09-14,109650777.75,Beverages,Alabama
2019-09-15,109698264.23333333,Beverages,Alabama
2019-09-16,109745750.71666667,Beverages,Alabama
2019-09-17,109793237.2,Beverages,Alabama
2019-09-18,109840723.68333334,Beverages,Alabama
2019-09-19,109888210.16666666,Beverages,Alabama
2019-09-20,109935696.64999999,Beverages,Alabama
2019-09-21,109983183.13333333,Beverages,Alabama
2019-09-22,110030669.61666666,Beverages,Alabama
2019-09-23,110078156.1,Beverages,Alabama
2019-09-24,110125642.58333333,Beverages,Alabama
2019-09-25,110173129.06666666,Beverages,Alabama
2019-09-26,110220615.55,Beverages,Alabama
2019-09-27,110268102.03333333,Beverages,Alabama
2019-09-28,110315588.51666667,Beverages,Alabama
2019-09-29,110363075.0,Beverages,Alabama
2019-09-30,110410561.48333333,Beverages,Alabama
2019-10-01,110458047.96666667,Beverages,Alabama
2019-10-02,110505534.45,Beverages,Alabama
2019-10-03,110553020.93333334,Beverages,Alabama
2019-10-04,110600507.41666666,Beverages,Alabama
2019-10-05,110647993.89999999,Beverages,Alabama
2019-10-06,110695480.38333333,Beverages,Alabama
2019-10-07,110742966.86666666,Beverages,Alabama
2019-10-08,110790453.35,Beverages,Alabama
2019-10-09,110837939.83333333,Beverages,Alabama
2019-10-10,110885426.31666666,Beverages,Alabama
2019-10-11,110932912.8,Beverages,Alabama
2019-10-12,117357599.3,Beverages,Alabama
2019-10-13,123782285.8,Beverages,Alabama
2019-10-14,122701803.38571428,Beverages,Alabama
2019-10-15,121621320.97142857,Beverages,Alabama
2019-10-16,120540838.55714285,Beverages,Alabama
2019-10-17,119460356.14285713,Beverages,Alabama
2019-10-18,118379873.72857141,Beverages,Alabama
2019-10-19,117299391.31428571,Beverages,Alabama
2019-10-20,116218908.89999999,Beverages,Alabama
2019-10-21,115325923.42857142,Beverages,Alabama
2019-10-22,114432937.95714284,Beverages,Alabama
2019-10-23,113539952.48571427,Beverages,Alabama
2019-10-24,112646967.01428571,Beverages,Alabama
2019-10-25,111753981.54285714,Beverages,Alabama
2019-10-26,110860996.07142857,Beverages,Alabama
2019-10-27,109968010.6,Beverages,Alabama
2019-10-28,109924601.04761904,Beverages,Alabama
2019-10-29,109881191.4952381,Beverages,Alabama
2019-10-30,109837781.94285713,Beverages,Alabama
2019-10-31,109794372.39047618,Beverages,Alabama
2019-11-01,109750962.83809523,Beverages,Alabama
2019-11-02,109707553.28571428,Beverages,Alabama
2019-11-03,109664143.73333333,Beverages,Alabama
2019-11-04,109620734.18095237,Beverages,Alabama
2019-11-05,109577324.62857142,Beverages,Alabama
2019-11-06,109533915.07619047,Beverages,Alabama
2019-11-07,109490505.52380952,Beverages,Alabama
2019-11-08,109447095.97142857,Beverages,Alabama
2019-11-09,109403686.41904762,Beverages,Alabama
2019-11-10,109360276.86666666,Beverages,Alabama
2019-11-11,109316867.31428571,Beverages,Alabama
2019-11-12,109273457.76190476,Beverages,Alabama
2019-11-13,109230048.20952381,Beverages,Alabama
2019-11-14,109186638.65714286,Beverages,Alabama
2019-11-15,109143229.1047619,Beverages,Alabama
2019-11-16,109099819.55238095,Beverages,Alabama
2019-11-17,109056410.0,Beverages,Alabama
2019-11-18,109625554.58571428,Beverages,Alabama
2019-11-19,110194699.17142858,Beverages,Alabama
2019-11-20,110763843.75714286,Beverages,Alabama
2019-11-21,111332988.34285714,Beverages,Alabama
2019-11-22,111902132.92857142,Beverages,Alabama
2019-11-23,112471277.51428571,Beverages,Alabama
2019-11-24,113040422.1,Beverages,Alabama
2019-11-25,112825566.59047619,Beverages,Alabama
2019-11-26,112610711.08095238,Beverages,Alabama
2019-11-27,112395855.57142857,Beverages,Alabama
2019-11-28,112181000.06190476,Beverages,Alabama
2019-11-29,111966144.55238095,Beverages,Alabama
2019-11-30,111751289.04285714,Beverages,Alabama
2019-12-01,111536433.53333333,Beverages,Alabama
2019-12-02,111321578.02380952,Beverages,Alabama
2019-12-03,111106722.51428571,Beverages,Alabama
2019-12-04,110891867.0047619,Beverages,Alabama
2019-12-05,110677011.4952381,Beverages,Alabama
2019-12-06,110462155.98571429,Beverages,Alabama
2019-12-07,110247300.47619048,Beverages,Alabama
2019-12-08,110032444.96666667,Beverages,Alabama
2019-12-09,109817589.45714286,Beverages,Alabama
2019-12-10,109602733.94761905,Beverages,Alabama
2019-12-11,109387878.43809524,Beverages,Alabama
2019-12-12,109173022.92857143,Beverages,Alabama
2019-12-13,108958167.41904762,Beverages,Alabama
2019-12-14,108743311.90952381,Beverages,Alabama
2019-12-15,108528456.4,Beverages,Alabama
2019-12-16,109673187.62857144,Beverages,Alabama
2019-12-17,110817918.85714287,Beverages,Alabama
2019-12-18,111962650.0857143,Beverages,Alabama
2019-12-19,113107381.31428571,Beverages,Alabama
2019-12-20,114252112.54285714,Beverages,Alabama
2019-12-21,115396843.77142857,Beverages,Alabama
2019-12-22,116541575.0,Beverages,Alabama
2019-12-23,115171338.88571429,Beverages,Alabama
2019-12-24,113801102.77142857,Beverages,Alabama
2019-12-25,112430866.65714286,Beverages,Alabama
2019-12-26,111060630.54285714,Beverages,Alabama
2019-12-27,109690394.42857143,Beverages,Alabama
2019-12-28,108320158.31428573,Beverages,Alabama
2019-12-29,106949922.2,Beverages,Alabama
2019-12-30,108890236.36,Beverages,Alabama
2019-12-31,110830550.52,Beverages,Alabama
2020-01-01,112770864.68,Beverages,Alabama
2020-01-02,114711178.84,Beverages,Alabama
2020-01-03,116651493.0,Beverages,Alabama
2020-01-04,117135320.6125,Beverages,Alabama
2020-01-05,117619148.225,Beverages,Alabama
2020-01-06,118102975.8375,Beverages,Alabama
2020-01-07,118586803.45,Beverages,Alabama
2020-01-08,119070631.0625,Beverages,Alabama
2020-01-09,119554458.67500001,Beverages,Alabama
2020-01-10,120038286.28750001,Beverages,Alabama
2020-01-11,120522113.9,Beverages,Alabama
2020-01-12,118694957.86250001,Beverages,Alabama
2020-01-13,116867801.825,Beverages,Alabama
2020-01-14,115040645.78750001,Beverages,Alabama
2020-01-15,113213489.75,Beverages,Alabama
2020-01-16,111386333.7125,Beverages,Alabama
2020-01-17,109559177.67500001,Beverages,Alabama
2020-01-18,107732021.6375,Beverages,Alabama
2020-01-19,105904865.60000001,Beverages,Alabama
2020-01-20,105956418.60000001,Beverages,Alabama
2020-01-21,106007971.60000001,Beverages,Alabama
2020-01-22,106059524.60000001,Beverages,Alabama
2020-01-23,106111077.60000001,Beverages,Alabama
2020-01-24,106162630.60000001,Beverages,Alabama
2020-01-25,106214183.60000001,Beverages,Alabama
2020-01-26,106265736.60000001,Beverages,Alabama
2020-01-27,106564671.31428573,Beverages,Alabama
2020-01-28,106863606.02857143,Beverages,Alabama
2020-01-29,107162540.74285714,Beverages,Alabama
2020-01-30,107461475.45714286,Beverages,Alabama
2020-01-31,107760410.17142858,Beverages,Alabama
2020-02-01,108059344.88571428,Beverages,Alabama
2020-02-02,108358279.6,Beverages,Alabama
2020-02-03,112289476.51666667,Beverages,Alabama
2020-02-04,116220673.43333334,Beverages,Alabama
2020-02-05,120151870.35,Beverages,Alabama
2020-02-06,124083067.26666667,Beverages,Alabama
2020-02-07,128014264.18333334,Beverages,Alabama
2020-02-08,131945461.10000001,Beverages,Alabama
2020-02-09,128876980.0,Beverages,Alabama
2020-02-10,125808498.9,Beverages,Alabama
2020-02-11,122740017.80000001,Beverages,Alabama
2020-02-12,119671536.7,Beverages,Alabama
2020-02-13,116603055.6,Beverages,Alabama
2020-02-14,113534574.5,Beverages,Alabama
2020-02-15,110466093.4,Beverages,Alabama
2020-02-16,107397612.3,Beverages,Alabama
2020-02-17,107455246.87142856,Beverages,Alabama
2020-02-18,107512881.44285715,Beverages,Alabama
2020-02-19,107570516.01428571,Beverages,Alabama
2020-02-20,107628150.5857143,Beverages,Alabama
2020-02-21,107685785.15714286,Beverages,Alabama
2020-02-22,107743419.72857144,Beverages,Alabama
2020-02-23,107801054.30000001,Beverages,Alabama
2020-02-24,109643333.9909091,Beverages,Alabama
2020-02-25,111485613.68181819,Beverages,Alabama
2020-02-26,113327893.37272727,Beverages,Alabama
2020-02-27,115170173.06363636,Beverages,Alabama
2020-02-28,117012452.75454545,Beverages,Alabama
2020-02-29,118854732.44545454,Beverages,Alabama
2020-03-01,120697012.13636364,Beverages,Alabama
2020-03-02,122539291.82727273,Beverages,Alabama
2020-03-03,124381571.51818182,Beverages,Alabama
2020-03-04,126223851.2090909,Beverages,Alabama
2020-03-05,128066130.89999999,Beverages,Alabama
2020-03-06,128522731.21,Beverages,Alabama
2020-03-07,128979331.52,Beverages,Alabama
2020-03-08,129435931.83,Beverages,Alabama
2020-03-09,129892532.14,Beverages,Alabama
2020-03-10,130349132.44999999,Beverages,Alabama
2020-03-11,130805732.75999999,Beverages,Alabama
2020-03-12,131262333.07,Beverages,Alabama
2020-03-13,131718933.38,Beverages,Alabama
2020-03-14,132175533.69,Beverages,Alabama
2020-03-15,132632134.0,Beverages,Alabama
2020-03-16,131848267.02857143,Beverages,Alabama
2020-03-17,131064400.05714285,Beverages,Alabama
2020-03-18,130280533.08571428,Beverages,Alabama
2020-03-19,129496666.11428572,Beverages,Alabama
2020-03-20,128712799.14285715,Beverages,Alabama
2020-03-21,127928932.17142858,Beverages,Alabama
2020-03-22,127145065.2,Beverages,Alabama
2020-03-23,125646782.17142858,Beverages,Alabama
2020-03-24,124148499.14285715,Beverages,Alabama
2020-03-25,122650216.11428572,Beverages,Alabama
2020-03-26,121151933.08571428,Beverages,Alabama
2020-03-27,119653650.05714285,Beverages,Alabama
2020-03-28,118155367.02857143,Beverages,Alabama
2020-03-29,116657084.0,Beverages,Alabama
2020-03-30,118078462.83333333,Beverages,Alabama
2020-03-31,119499841.66666667,Beverages,Alabama
2020-04-01,120921220.5,Beverages,Alabama
2020-04-02,122342599.33333333,Beverages,Alabama
2020-04-03,123763978.16666667,Beverages,Alabama
2020-04-04,125185357.0,Beverages,Alabama
2020-04-05,126606735.83333333,Beverages,Alabama
2020-04-06,128028114.66666667,Beverages,Alabama
2020-04-07,129449493.5,Beverages,Alabama
2020-04-08,130870872.33333333,Beverages,Alabama
2020-04-09,132292251.16666667,Beverages,Alabama
2020-04-10,133713630.0,Beverages,Alabama
2020-04-11,131939012.57777777,Beverages,Alabama
2020-04-12,130164395.15555556,Beverages,Alabama
2020-04-13,128389777.73333333,Beverages,Alabama
2020-04-14,126615160.31111111,Beverages,Alabama
2020-04-15,124840542.8888889,Beverages,Alabama
2020-04-16,123065925.46666667,Beverages,Alabama
2020-04-17,121291308.04444444,Beverages,Alabama
2020-04-18,119516690.62222223,Beverages,Alabama
2020-04-19,117742073.2,Beverages,Alabama
2020-04-20,117795290.60000001,Beverages,Alabama
2020-04-21,117848508.0,Beverages,Alabama
2020-04-22,117901725.4,Beverages,Alabama
2020-04-23,117954942.8,Beverages,Alabama
2020-04-24,118008160.2,Beverages,Alabama
2020-04-25,118061377.6,Beverages,Alabama
2020-04-26,118114595.0,Beverages,Alabama
2020-04-27,115339666.84,Beverages,Alabama
2020-04-28,112564738.67999999,Beverages,Alabama
2020-04-29,109789810.52,Beverages,Alabama
2020-04-30,107014882.35999998,Beverages,Alabama
2020-05-01,104239954.19999999,Beverages,Alabama
2020-05-02,110579812.53333333,Beverages,Alabama
2020-05-03,116919670.86666666,Beverages,Alabama
2020-05-04,123259529.2,Beverages,Alabama
2020-05-05,128311247.2,Beverages,Alabama
2020-05-06,133362965.20000002,Beverages,Alabama
2020-05-07,138414683.20000002,Beverages,Alabama
2020-05-08,137607219.98000002,Beverages,Alabama
2020-05-09,136799756.76000002,Beverages,Alabama
2020-05-10,135992293.54000002,Beverages,Alabama
2020-05-11,135184830.32000002,Beverages,Alabama
2020-05-12,134377367.10000002,Beverages,Alabama
2020-05-13,133569903.88000001,Beverages,Alabama
2020-05-14,132762440.66000001,Beverages,Alabama
2020-05-15,131954977.44,Beverages,Alabama
2020-05-16,131147514.22,Beverages,Alabama
2020-05-17,130340051.0,Beverages,Alabama
2020-05-18,130964132.1,Beverages,Alabama
2020-05-19,131588213.2,Beverages,Alabama
2020-05-20,132212294.3,Beverages,Alabama
2020-05-21,132836375.39999999,Beverages,Alabama
2020-05-22,133460456.49999999,Beverages,Alabama
2020-05-23,134084537.6,Beverages,Alabama
2020-05-24,134708618.7,Beverages,Alabama
2020-05-25,134019941.3,Beverages,Alabama
2020-05-26,133331263.89999999,Beverages,Alabama
2020-05-27,132642586.5,Beverages,Alabama
2020-05-28,131953909.1,Beverages,Alabama
2020-05-29,131265231.7,Beverages,Alabama
2020-05-30,130576554.3,Beverages,Alabama
2020-05-31,129887876.9,Beverages,Alabama
2020-06-01,130778744.68888889,Beverages,Alabama
2020-06-02,131669612.47777778,Beverages,Alabama
2020-06-03,132560480.26666667,Beverages,Alabama
2020-06-04,133451348.05555555,Beverages,Alabama
2020-06-05,134342215.84444445,Beverages,Alabama
2020-06-06,135233083.63333333,Beverages,Alabama
2020-06-07,136123951.42222223,Beverages,Alabama
2020-06-08,137014819.2111111,Beverages,Alabama
2020-06-09,137905687.0,Beverages,Alabama
2020-06-10,130638665.0,Beverages,Alabama
2020-06-11,123371643.0,Beverages,Alabama
2020-06-12,116104621.0,Beverages,Alabama
2020-06-13,123753256.85,Beverages,Alabama
2020-06-14,131401892.69999999,Beverages,Alabama
2020-06-15,131731986.92857142,Beverages,Alabama
2020-06-16,132062081.15714285,Beverages,Alabama
2020-06-17,132392175.38571428,Beverages,Alabama
2020-06-18,132722269.61428572,Beverages,Alabama
2020-06-19,133052363.84285715,Beverages,Alabama
2020-06-20,133382458.07142858,Beverages,Alabama
2020-06-21,133712552.30000001,Beverages,Alabama
2020-06-22,133513634.60000001,Beverages,Alabama
2020-06-23,133314716.9,Beverages,Alabama
2020-06-24,133115799.2,Beverages,Alabama
2020-06-25,132916881.50000001,Beverages,Alabama
2020-06-26,132717963.80000001,Beverages,Alabama
2020-06-27,132519046.10000001,Beverages,Alabama
2020-06-28,132320128.4,Beverages,Alabama
2020-06-29,132318179.95,Beverages,Alabama
2020-06-30,132316231.5,Beverages,Alabama
2020-07-01,132314283.05000001,Beverages,Alabama
2020-07-02,132312334.60000001,Beverages,Alabama
2020-07-03,132310386.15,Beverages,Alabama
2020-07-04,132308437.70000002,Beverages,Alabama
2020-07-05,132306489.25000001,Beverages,Alabama
2020-07-06,132304540.80000001,Beverages,Alabama
2020-07-07,132400252.37692308,Beverages,Alabama
2020-07-08,132495963.95384616,Beverages,Alabama
2020-07-09,132591675.53076924,Beverages,Alabama
2020-07-10,132687387.10769232,Beverages,Alabama
2020-07-11,132783098.68461539,Beverages,Alabama
2020-07-12,132878810.26153846,Beverages,Alabama
2020-07-13,132974521.83846155,Beverages,Alabama
2020-07-14,133070233.41538462,Beverages,Alabama
2020-07-15,133165944.9923077,Beverages,Alabama
2020-07-16,133261656.56923077,Beverages,Alabama
2020-07-17,133357368.14615385,Beverages,Alabama
2020-07-18,133453079.72307692,Beverages,Alabama
2020-07-19,133548791.3,Beverages,Alabama
2020-07-20,133421485.18571429,Beverages,Alabama
2020-07-21,133294179.07142857,Beverages,Alabama
2020-07-22,133166872.95714286,Beverages,Alabama
2020-07-23,133039566.84285714,Beverages,Alabama
2020-07-24,132912260.72857143,Beverages,Alabama
2020-07-25,132784954.61428571,Beverages,Alabama
2020-07-26,132657648.5,Beverages,Alabama
2020-07-27,131005671.7375,Beverages,Alabama
2020-07-28,129353694.975,Beverages,Alabama
2020-07-29,127701718.2125,Beverages,Alabama
2020-07-30,126049741.45,Beverages,Alabama
2020-07-31,124397764.6875,Beverages,Alabama
2020-08-01,122745787.92500001,Beverages,Alabama
