Date,Total,Category,State
2019-02-19,169088676.65172413,Beverages,Illinois
2019-02-20,169119597.17413792,Beverages,Illinois
2019-02-21,169150517.6965517,Beverages,Illinois
2019-02-22,169181438.2189655,Beverages,Illinois
2019-02-23,169212358.7413793,Beverages,Illinois
2019-02-24,169243279.26379308,Beverages,Illinois
2019-02-25,169274199.7862069,Beverages,Illinois
2019-02-26,169305120.3086207,Beverages,Illinois
2019-02-27,169336040.83103448,Beverages,Illinois
2019-02-28,169366961.35344827,Beverages,Illinois
2019-03-01,169397881.87586206,Beverages,Illinois
2019-03-02,169428802.39827585,Beverages,Illinois
2019-03-03,169459722.92068964,Beverages,Illinois
2019-03-04,169490643.44310343,Beverages,Illinois
2019-03-05,169521563.96551722,Beverages,Illinois
2019-03-06,169552484.487931,Beverages,Illinois
2019-03-07,169583405.01034483,Beverages,Illinois
2019-03-08,169614325.53275862,Beverages,Illinois
2019-03-09,169645246.0551724,Beverages,Illinois
2019-03-10,169676166.5775862,Beverages,Illinois
2019-03-11,169707087.1,Beverages,Illinois
2019-03-12,169832196.02527472,Beverages,Illinois
2019-03-13,169957304.95054945,Beverages,Illinois
2019-03-14,170082413.87582418,Beverages,Illinois
2019-03-15,170207522.80109888,Beverages,Illinois
2019-03-16,170332631.7263736,Beverages,Illinois
2019-03-17,170457740.65164834,Beverages,Illinois
2019-03-18,170582849.57692307,Beverages,Illinois
2019-03-19,170707958.5021978,Beverages,Illinois
2019-03-20,170833067.42747253,Beverages,Illinois
2019-03-21,170958176.35274726,Beverages,Illinois
2019-03-22,171083285.27802196,Beverages,Illinois
2019-03-23,171208394.2032967,Beverages,Illinois
2019-03-24,171333503.12857142,Beverages,Illinois
2019-03-25,171458612.05384615,Beverages,Illinois
2019-03-26,171583720.97912088,Beverages,Illinois
2019-03-27,171708829.9043956,Beverages,Illinois
2019-03-28,171833938.82967034,Beverages,Illinois
2019-03-29,171959047.75494504,Beverages,Illinois
2019-03-30,172084156.68021977,Beverages,Illinois
2019-03-31,172209265.6054945,Beverages,Illinois
2019-04-01,172334374.53076923,Beverages,Illinois
2019-04-02,172459483.45604396,Beverages,Illinois
2019-04-03,172584592.3813187,Beverages,Illinois
2019-04-04,172709701.30659342,Beverages,Illinois
2019-04-05,172834810.23186812,Beverages,Illinois
2019-04-06,172959919.15714285,Beverages,Illinois
2019-04-07,173085028.08241758,Beverages,Illinois
2019-04-08,173210137.0076923,Beverages,Illinois
2019-04-09,173335245.93296704,Beverages,Illinois
2019-04-10,173460354.85824177,Beverages,Illinois
2019-04-11,173585463.7835165,Beverages,Illinois
2019-04-12,173710572.7087912,Beverages,Illinois
2019-04-13,173835681.63406593,Beverages,Illinois
2019-04-14,173960790.55934066,Beverages,Illinois
2019-04-15,174085899.4846154,Beverages,Illinois
2019-04-16,174211008.40989012,Beverages,Illinois
2019-04-17,174336117.33516484,Beverages,Illinois
2019-04-18,174461226.26043957,Beverages,Illinois
2019-04-19,174586335.18571427,Beverages,Illinois
2019-04-20,174711444.110989,Beverages,Illinois
2019-04-21,174836553.03626373,Beverages,Illinois
2019-04-22,174961661.96153846,Beverages,Illinois
2019-04-23,175086770.8868132,Beverages,Illinois
2019-04-24,175211879.81208792,Beverages,Illinois
2019-04-25,175336988.73736265,Beverages,Illinois
2019-04-26,175462097.66263735,Beverages,Illinois
2019-04-27,175587206.58791208,Beverages,Illinois
2019-04-28,175712315.5131868,Beverages,Illinois
2019-04-29,175837424.43846154,Beverages,Illinois
2019-04-30,175962533.36373627,Beverages,Illinois
2019-05-01,176087642.289011,Beverages,Illinois
2019-05-02,176212751.21428573,Beverages,Illinois
2019-05-03,176337860.13956043,Beverages,Illinois
2019-05-04,176462969.06483516,Beverages,Illinois
2019-05-05,176588077.9901099,Beverages,Illinois
2019-05-06,176713186.91538462,Beverages,Illinois
2019-05-07,176838295.84065935,Beverages,Illinois
2019-05-08,176963404.76593408,Beverages,Illinois
2019-05-09,177088513.6912088,Beverages,Illinois
2019-05-10,177213622.6164835,Beverages,Illinois
2019-05-11,177338731.54175824,Beverages,Illinois
2019-05-12,177463840.46703297,Beverages,Illinois
2019-05-13,177588949.3923077,Beverages,Illinois
2019-05-14,177714058.31758243,Beverages,Illinois
2019-05-15,177839167.24285716,Beverages,Illinois
2019-05-16,177964276.1681319,Beverages,Illinois
2019-05-17,178089385.0934066,Beverages,Illinois
2019-05-18,178214494.01868132,Beverages,Illinois
2019-05-19,178339602.94395605,Beverages,Illinois
2019-05-20,178464711.86923078,Beverages,Illinois
2019-05-21,178589820.7945055,Beverages,Illinois
2019-05-22,178714929.71978024,Beverages,Illinois
2019-05-23,178840038.64505497,Beverages,Illinois
2019-05-24,178965147.57032967,Beverages,Illinois
2019-05-25,179090256.4956044,Beverages,Illinois
2019-05-26,179215365.42087913,Beverages,Illinois
2019-05-27,179340474.34615386,Beverages,Illinois
2019-05-28,179465583.27142859,Beverages,Illinois
2019-05-29,179590692.1967033,Beverages,Illinois
2019-05-30,179715801.12197804,Beverages,Illinois
2019-05-31,179840910.04725274,Beverages,Illinois
2019-06-01,179966018.97252747,Beverages,Illinois
2019-06-02,180091127.8978022,Beverages,Illinois
2019-06-03,180216236.82307693,Beverages,Illinois
2019-06-04,180341345.74835166,Beverages,Illinois
2019-06-05,180466454.6736264,Beverages,Illinois
2019-06-06,180591563.59890112,Beverages,Illinois
2019-06-07,180716672.52417582,Beverages,Illinois
2019-06-08,180841781.44945055,Beverages,Illinois
2019-06-09,180966890.37472528,Beverages,Illinois
2019-06-10,181091999.3,Beverages,Illinois
2019-06-11,180966196.0888889,Beverages,Illinois
2019-06-12,180840392.87777779,Beverages,Illinois
2019-06-13,180714589.6666667,Beverages,Illinois
2019-06-14,180588786.45555556,Beverages,Illinois
2019-06-15,180462983.24444446,Beverages,Illinois
2019-06-16,180337180.03333333,Beverages,Illinois
2019-06-17,180211376.82222223,Beverages,Illinois
2019-06-18,180085573.61111113,Beverages,Illinois
2019-06-19,179959770.4,Beverages,Illinois
2019-06-20,179833967.1888889,Beverages,Illinois
2019-06-21,179708163.97777778,Beverages,Illinois
2019-06-22,179582360.76666668,Beverages,Illinois
2019-06-23,179456557.55555555,Beverages,Illinois
2019-06-24,179330754.34444445,Beverages,Illinois
2019-06-25,179204951.13333336,Beverages,Illinois
2019-06-26,179079147.92222223,Beverages,Illinois
2019-06-27,178953344.71111113,Beverages,Illinois
2019-06-28,178827541.5,Beverages,Illinois
2019-06-29,178701738.2888889,Beverages,Illinois
2019-06-30,178575935.07777777,Beverages,Illinois
2019-07-01,178450131.86666667,Beverages,Illinois
2019-07-02,178324328.65555558,Beverages,Illinois
2019-07-03,178198525.44444445,Beverages,Illinois
2019-07-04,178072722.23333335,Beverages,Illinois
2019-07-05,177946919.02222222,Beverages,Illinois
2019-07-06,177821115.81111112,Beverages,Illinois
2019-07-07,177695312.6,Beverages,Illinois
2019-07-08,177569509.3888889,Beverages,Illinois
2019-07-09,177443706.1777778,Beverages,Illinois
2019-07-10,177317902.96666667,Beverages,Illinois
2019-07-11,177192099.75555557,Beverages,Illinois
2019-07-12,177066296.54444444,Beverages,Illinois
2019-07-13,176940493.33333334,Beverages,Illinois
2019-07-14,176814690.12222221,Beverages,Illinois
2019-07-15,176688886.91111112,Beverages,Illinois
2019-07-16,176563083.70000002,Beverages,Illinois
2019-07-17,176437280.4888889,Beverages,Illinois
2019-07-18,176311477.2777778,Beverages,Illinois
2019-07-19,176185674.06666666,Beverages,Illinois
2019-07-20,176059870.85555556,Beverages,Illinois
2019-07-21,175934067.64444444,Beverages,Illinois
2019-07-22,175808264.43333334,Beverages,Illinois
2019-07-23,175682461.22222224,Beverages,Illinois
2019-07-24,175556658.0111111,Beverages,Illinois
2019-07-25,175430854.8,Beverages,Illinois
2019-07-26,175305051.58888888,Beverages,Illinois
2019-07-27,175179248.37777779,Beverages,Illinois
2019-07-28,175053445.16666666,Beverages,Illinois
2019-07-29,174927641.95555556,Beverages,Illinois
2019-07-30,174801838.74444446,Beverages,Illinois
2019-07-31,174676035.53333333,Beverages,Illinois
2019-08-01,174550232.32222223,Beverages,Illinois
2019-08-02,174424429.1111111,Beverages,Illinois
2019-08-03,174298625.9,Beverages,Illinois
2019-08-04,174172822.68888888,Beverages,Illinois
2019-08-05,174047019.47777778,Beverages,Illinois
2019-08-06,173921216.26666668,Beverages,Illinois
2019-08-07,173795413.05555555,Beverages,Illinois
2019-08-08,173669609.84444445,Beverages,Illinois
2019-08-09,173543806.63333333,Beverages,Illinois
2019-08-10,173418003.42222223,Beverages,Illinois
2019-08-11,173292200.2111111,Beverages,Illinois
2019-08-12,173166397.0,Beverages,Illinois
2019-08-13,173153218.39833334,Beverages,Illinois
2019-08-14,173140039.79666668,Beverages,Illinois
2019-08-15,173126861.195,Beverages,Illinois
2019-08-16,173113682.59333333,Beverages,Illinois
2019-08-17,173100503.99166667,Beverages,Illinois
2019-08-18,173087325.39,Beverages,Illinois
2019-08-19,173074146.78833333,Beverages,Illinois
2019-08-20,173060968.18666667,Beverages,Illinois
2019-08-21,173047789.585,Beverages,Illinois
2019-08-22,173034610.98333335,Beverages,Illinois
2019-08-23,173021432.38166666,Beverages,Illinois
2019-08-24,173008253.78,Beverages,Illinois
2019-08-25,172995075.17833334,Beverages,Illinois
2019-08-26,172981896.57666665,Beverages,Illinois
2019-08-27,172968717.975,Beverages,Illinois
2019-08-28,172955539.37333333,Beverages,Illinois
2019-08-29,172942360.77166668,Beverages,Illinois
2019-08-30,172929182.17000002,Beverages,Illinois
2019-08-31,172916003.56833333,Beverages,Illinois
2019-09-01,172902824.96666667,Beverages,Illinois
2019-09-02,172889646.365,Beverages,Illinois
2019-09-03,172876467.76333332,Beverages,Illinois
2019-09-04,172863289.16166666,Beverages,Illinois
2019-09-05,172850110.56,Beverages,Illinois
2019-09-06,172836931.95833334,Beverages,Illinois
2019-09-07,172823753.35666668,Beverages,Illinois
2019-09-08,172810574.755,Beverages,Illinois
2019-09-09,172797396.15333334,Beverages,Illinois
2019-09-10,172784217.55166668,Beverages,Illinois
2019-09-11,172771038.95,Beverages,Illinois
2019-09-12,172757860.34833333,Beverages,Illinois
2019-09-13,172744681.74666667,Beverages,Illinois
2019-09-14,172731503.145,Beverages,Illinois
2019-09-15,172718324.54333335,Beverages,Illinois
2019-09-16,172705145.94166666,Beverages,Illinois
2019-09-17,172691967.34,Beverages,Illinois
2019-09-18,172678788.73833334,Beverages,Illinois
2019-09-19,172665610.13666666,Beverages,Illinois
2019-09-20,172652431.535,Beverages,Illinois
2019-09-21,172639252.93333334,Beverages,Illinois
2019-09-22,172626074.33166668,Beverages,Illinois
2019-09-23,172612895.73000002,Beverages,Illinois
2019-09-24,172599717.12833333,Beverages,Illinois
2019-09-25,172586538.52666667,Beverages,Illinois
2019-09-26,172573359.925,Beverages,Illinois
2019-09-27,172560181.32333332,Beverages,Illinois
2019-09-28,172547002.72166666,Beverages,Illinois
2019-09-29,172533824.12,Beverages,Illinois
2019-09-30,172520645.51833335,Beverages,Illinois
2019-10-01,172507466.9166667,Beverages,Illinois
2019-10-02,172494288.315,Beverages,Illinois
2019-10-03,172481109.71333334,Beverages,Illinois
2019-10-04,172467931.11166668,Beverages,Illinois
2019-10-05,172454752.51,Beverages,Illinois
2019-10-06,172441573.90833333,Beverages,Illinois
2019-10-07,172428395.30666667,Beverages,Illinois
2019-10-08,172415216.705,Beverages,Illinois
2019-10-09,172402038.10333335,Beverages,Illinois
2019-10-10,172388859.50166667,Beverages,Illinois
2019-10-11,172375680.9,Beverages,Illinois
2019-10-12,175924509.89999998,Beverages,Illinois
2019-10-13,179473338.89999998,Beverages,Illinois
2019-10-14,178369611.15714285,Beverages,Illinois
2019-10-15,177265883.4142857,Beverages,Illinois
2019-10-16,176162155.67142856,Beverages,Illinois
2019-10-17,175058427.9285714,Beverages,Illinois
2019-10-18,173954700.18571427,Beverages,Illinois
2019-10-19,172850972.44285712,Beverages,Illinois
2019-10-20,171747244.7,Beverages,Illinois
2019-10-21,171411143.55714285,Beverages,Illinois
2019-10-22,171075042.41428572,Beverages,Illinois
2019-10-23,170738941.27142859,Beverages,Illinois
2019-10-24,170402840.12857142,Beverages,Illinois
2019-10-25,170066738.9857143,Beverages,Illinois
2019-10-26,169730637.84285715,Beverages,Illinois
2019-10-27,169394536.70000002,Beverages,Illinois
2019-10-28,169672094.13333336,Beverages,Illinois
2019-10-29,169949651.5666667,Beverages,Illinois
2019-10-30,170227209.0,Beverages,Illinois
2019-10-31,170504766.43333334,Beverages,Illinois
2019-11-01,170782323.86666667,Beverages,Illinois
2019-11-02,171059881.3,Beverages,Illinois
2019-11-03,171337438.73333335,Beverages,Illinois
2019-11-04,171614996.16666666,Beverages,Illinois
2019-11-05,171892553.6,Beverages,Illinois
2019-11-06,172170111.03333333,Beverages,Illinois
2019-11-07,172447668.46666667,Beverages,Illinois
2019-11-08,172725225.9,Beverages,Illinois
2019-11-09,173002783.33333334,Beverages,Illinois
2019-11-10,173280340.76666665,Beverages,Illinois
2019-11-11,173557898.2,Beverages,Illinois
2019-11-12,173835455.63333333,Beverages,Illinois
2019-11-13,174113013.06666666,Beverages,Illinois
2019-11-14,174390570.5,Beverages,Illinois
2019-11-15,174668127.9333333,Beverages,Illinois
2019-11-16,174945685.36666664,Beverages,Illinois
2019-11-17,175223242.79999998,Beverages,Illinois
2019-11-18,175553038.95714283,Beverages,Illinois
2019-11-19,175882835.1142857,Beverages,Illinois
2019-11-20,176212631.27142856,Beverages,Illinois
2019-11-21,176542427.42857143,Beverages,Illinois
2019-11-22,176872223.58571428,Beverages,Illinois
2019-11-23,177202019.74285716,Beverages,Illinois
2019-11-24,177531815.9,Beverages,Illinois
2019-11-25,177546815.57142857,Beverages,Illinois
2019-11-26,177561815.24285716,Beverages,Illinois
2019-11-27,177576814.91428572,Beverages,Illinois
2019-11-28,177591814.58571428,Beverages,Illinois
2019-11-29,177606814.25714287,Beverages,Illinois
2019-11-30,177621813.92857143,Beverages,Illinois
2019-12-01,177636813.6,Beverages,Illinois
2019-12-02,177651813.27142859,Beverages,Illinois
2019-12-03,177666812.94285715,Beverages,Illinois
2019-12-04,177681812.6142857,Beverages,Illinois
2019-12-05,177696812.2857143,Beverages,Illinois
2019-12-06,177711811.95714286,Beverages,Illinois
2019-12-07,177726811.62857142,Beverages,Illinois
2019-12-08,177741811.3,Beverages,Illinois
2019-12-09,177756810.97142857,Beverages,Illinois
2019-12-10,177771810.64285713,Beverages,Illinois
2019-12-11,177786810.31428573,Beverages,Illinois
2019-12-12,177801809.9857143,Beverages,Illinois
2019-12-13,177816809.65714285,Beverages,Illinois
2019-12-14,177831809.32857144,Beverages,Illinois
2019-12-15,177846809.0,Beverages,Illinois
2019-12-16,179858416.0,Beverages,Illinois
2019-12-17,181870023.0,Beverages,Illinois
2019-12-18,183881630.0,Beverages,Illinois
2019-12-19,185893237.0,Beverages,Illinois
2019-12-20,187904844.0,Beverages,Illinois
2019-12-21,189916451.0,Beverages,Illinois
2019-12-22,191928058.0,Beverages,Illinois
2019-12-23,189045270.6,Beverages,Illinois
2019-12-24,186162483.2,Beverages,Illinois
2019-12-25,183279695.79999998,Beverages,Illinois
2019-12-26,180396908.4,Beverages,Illinois
2019-12-27,177514121.0,Beverages,Illinois
2019-12-28,174631333.6,Beverages,Illinois
2019-12-29,171748546.2,Beverages,Illinois
2019-12-30,172997652.38,Beverages,Illinois
2019-12-31,174246758.56,Beverages,Illinois
2020-01-01,175495864.73999998,Beverages,Illinois
2020-01-02,176744970.92,Beverages,Illinois
2020-01-03,177994077.1,Beverages,Illinois
2020-01-04,178203971.4125,Beverages,Illinois
2020-01-05,178413865.725,Beverages,Illinois
2020-01-06,178623760.0375,Beverages,Illinois
2020-01-07,178833654.35,Beverages,Illinois
2020-01-08,179043548.6625,Beverages,Illinois
2020-01-09,179253442.975,Beverages,Illinois
2020-01-10,179463337.2875,Beverages,Illinois
2020-01-11,179673231.6,Beverages,Illinois
2020-01-12,178433724.9375,Beverages,Illinois
2020-01-13,177194218.275,Beverages,Illinois
2020-01-14,175954711.6125,Beverages,Illinois
2020-01-15,174715204.95,Beverages,Illinois
2020-01-16,173475698.2875,Beverages,Illinois
2020-01-17,172236191.625,Beverages,Illinois
2020-01-18,170996684.9625,Beverages,Illinois
2020-01-19,169757178.3,Beverages,Illinois
2020-01-20,169119853.0,Beverages,Illinois
2020-01-21,168482527.70000002,Beverages,Illinois
2020-01-22,167845202.4,Beverages,Illinois
2020-01-23,167207877.1,Beverages,Illinois
2020-01-24,166570551.79999998,Beverages,Illinois
2020-01-25,165933226.5,Beverages,Illinois
2020-01-26,165295901.2,Beverages,Illinois
2020-01-27,166148468.8142857,Beverages,Illinois
2020-01-28,167001036.42857143,Beverages,Illinois
2020-01-29,167853604.04285714,Beverages,Illinois
2020-01-30,168706171.65714285,Beverages,Illinois
2020-01-31,169558739.27142856,Beverages,Illinois
2020-02-01,170411306.8857143,Beverages,Illinois
2020-02-02,171263874.5,Beverages,Illinois
2020-02-03,176335101.36666667,Beverages,Illinois
2020-02-04,181406328.23333332,Beverages,Illinois
2020-02-05,186477555.1,Beverages,Illinois
2020-02-06,191548781.96666667,Beverages,Illinois
2020-02-07,196620008.8333333,Beverages,Illinois
2020-02-08,201691235.7,Beverages,Illinois
2020-02-09,197329675.58749998,Beverages,Illinois
2020-02-10,192968115.475,Beverages,Illinois
2020-02-11,188606555.36249998,Beverages,Illinois
2020-02-12,184244995.25,Beverages,Illinois
2020-02-13,179883435.1375,Beverages,Illinois
2020-02-14,175521875.02499998,Beverages,Illinois
2020-02-15,171160314.9125,Beverages,Illinois
2020-02-16,166798754.79999998,Beverages,Illinois
2020-02-17,167120023.55714285,Beverages,Illinois
2020-02-18,167441292.3142857,Beverages,Illinois
2020-02-19,167762561.07142857,Beverages,Illinois
2020-02-20,168083829.8285714,Beverages,Illinois
2020-02-21,168405098.58571428,Beverages,Illinois
2020-02-22,168726367.34285712,Beverages,Illinois
2020-02-23,169047636.1,Beverages,Illinois
2020-02-24,170902857.88181818,Beverages,Illinois
2020-02-25,172758079.66363636,Beverages,Illinois
2020-02-26,174613301.44545454,Beverages,Illinois
2020-02-27,176468523.22727272,Beverages,Illinois
2020-02-28,178323745.0090909,Beverages,Illinois
2020-02-29,180178966.7909091,Beverages,Illinois
2020-03-01,182034188.5727273,Beverages,Illinois
2020-03-02,183889410.35454547,Beverages,Illinois
2020-03-03,185744632.13636366,Beverages,Illinois
2020-03-04,187599853.91818184,Beverages,Illinois
2020-03-05,189455075.70000002,Beverages,Illinois
2020-03-06,192453857.98000002,Beverages,Illinois
2020-03-07,195452640.26000002,Beverages,Illinois
2020-03-08,198451422.54000002,Beverages,Illinois
2020-03-09,201450204.82000002,Beverages,Illinois
2020-03-10,204448987.10000002,Beverages,Illinois
2020-03-11,207447769.38,Beverages,Illinois
2020-03-12,210446551.66,Beverages,Illinois
2020-03-13,213445333.94,Beverages,Illinois
2020-03-14,216444116.22,Beverages,Illinois
2020-03-15,219442898.5,Beverages,Illinois
2020-03-16,216584184.1142857,Beverages,Illinois
2020-03-17,213725469.72857144,Beverages,Illinois
2020-03-18,210866755.34285715,Beverages,Illinois
2020-03-19,208008040.95714286,Beverages,Illinois
2020-03-20,205149326.57142857,Beverages,Illinois
2020-03-21,202290612.1857143,Beverages,Illinois
2020-03-22,199431897.8,Beverages,Illinois
2020-03-23,194556428.3,Beverages,Illinois
2020-03-24,189680958.8,Beverages,Illinois
2020-03-25,184805489.3,Beverages,Illinois
2020-03-26,179930019.8,Beverages,Illinois
2020-03-27,175054550.3,Beverages,Illinois
2020-03-28,170179080.8,Beverages,Illinois
2020-03-29,165303611.3,Beverages,Illinois
2020-03-30,167098861.83333334,Beverages,Illinois
2020-03-31,168894112.36666667,Beverages,Illinois
2020-04-01,170689362.9,Beverages,Illinois
2020-04-02,172484613.43333334,Beverages,Illinois
2020-04-03,174279863.96666667,Beverages,Illinois
2020-04-04,176075114.5,Beverages,Illinois
2020-04-05,177870365.03333336,Beverages,Illinois
2020-04-06,179665615.5666667,Beverages,Illinois
2020-04-07,181460866.10000002,Beverages,Illinois
2020-04-08,183256116.63333336,Beverages,Illinois
2020-04-09,185051367.1666667,Beverages,Illinois
2020-04-10,186846617.70000002,Beverages,Illinois
2020-04-11,186878536.70000002,Beverages,Illinois
2020-04-12,186910455.70000002,Beverages,Illinois
2020-04-13,186942374.70000002,Beverages,Illinois
2020-04-14,186974293.70000002,Beverages,Illinois
2020-04-15,187006212.70000002,Beverages,Illinois
2020-04-16,187038131.70000002,Beverages,Illinois
2020-04-17,187070050.70000002,Beverages,Illinois
2020-04-18,187101969.70000002,Beverages,Illinois
2020-04-19,187133888.70000002,Beverages,Illinois
2020-04-20,186451568.55714288,Beverages,Illinois
2020-04-21,185769248.41428572,Beverages,Illinois
2020-04-22,185086928.27142859,Beverages,Illinois
2020-04-23,184404608.12857142,Beverages,Illinois
2020-04-24,183722287.9857143,Beverages,Illinois
2020-04-25,183039967.84285712,Beverages,Illinois
2020-04-26,182357647.7,Beverages,Illinois
2020-04-27,179314297.54,Beverages,Illinois
2020-04-28,176270947.38,Beverages,Illinois
2020-04-29,173227597.22,Beverages,Illinois
2020-04-30,170184247.06,Beverages,Illinois
2020-05-01,167140896.9,Beverages,Illinois
2020-05-02,172023111.43333334,Beverages,Illinois
2020-05-03,176905325.96666667,Beverages,Illinois
2020-05-04,181787540.5,Beverages,Illinois
2020-05-05,196349257.86666667,Beverages,Illinois
2020-05-06,210910975.23333335,Beverages,Illinois
2020-05-07,225472692.60000002,Beverages,Illinois
2020-05-08,222145390.10000002,Beverages,Illinois
2020-05-09,218818087.60000002,Beverages,Illinois
2020-05-10,215490785.10000002,Beverages,Illinois
2020-05-11,212163482.60000002,Beverages,Illinois
2020-05-12,208836180.10000002,Beverages,Illinois
2020-05-13,205508877.60000002,Beverages,Illinois
2020-05-14,202181575.1,Beverages,Illinois
2020-05-15,198854272.6,Beverages,Illinois
2020-05-16,195526970.1,Beverages,Illinois
2020-05-17,192199667.6,Beverages,Illinois
2020-05-18,193350214.29999998,Beverages,Illinois
2020-05-19,194500761.0,Beverages,Illinois
2020-05-20,195651307.7,Beverages,Illinois
2020-05-21,196801854.4,Beverages,Illinois
2020-05-22,197952401.1,Beverages,Illinois
2020-05-23,199102947.8,Beverages,Illinois
2020-05-24,200253494.5,Beverages,Illinois
2020-05-25,199446672.77142859,Beverages,Illinois
2020-05-26,198639851.04285714,Beverages,Illinois
2020-05-27,197833029.31428573,Beverages,Illinois
2020-05-28,197026207.58571428,Beverages,Illinois
2020-05-29,196219385.85714287,Beverages,Illinois
2020-05-30,195412564.12857142,Beverages,Illinois
2020-05-31,194605742.4,Beverages,Illinois
2020-06-01,194941943.0,Beverages,Illinois
2020-06-02,195278143.6,Beverages,Illinois
2020-06-03,195614344.2,Beverages,Illinois
2020-06-04,195950544.79999998,Beverages,Illinois
2020-06-05,196286745.4,Beverages,Illinois
2020-06-06,196622946.0,Beverages,Illinois
2020-06-07,196959146.6,Beverages,Illinois
2020-06-08,197295347.2,Beverages,Illinois
2020-06-09,197631547.79999998,Beverages,Illinois
2020-06-10,191004249.5,Beverages,Illinois
2020-06-11,184376951.2,Beverages,Illinois
2020-06-12,177749652.9,Beverages,Illinois
2020-06-13,190614849.10000002,Beverages,Illinois
2020-06-14,203480045.3,Beverages,Illinois
2020-06-15,203327804.94285715,Beverages,Illinois
2020-06-16,203175564.5857143,Beverages,Illinois
2020-06-17,203023324.22857144,Beverages,Illinois
2020-06-18,202871083.87142858,Beverages,Illinois
2020-06-19,202718843.5142857,Beverages,Illinois
2020-06-20,202566603.15714288,Beverages,Illinois
2020-06-21,202414362.8,Beverages,Illinois
2020-06-22,203026607.0,Beverages,Illinois
2020-06-23,203638851.20000002,Beverages,Illinois
2020-06-24,204251095.4,Beverages,Illinois
2020-06-25,204863339.60000002,Beverages,Illinois
2020-06-26,205475583.8,Beverages,Illinois
2020-06-27,206087828.00000003,Beverages,Illinois
2020-06-28,206700072.20000002,Beverages,Illinois
2020-06-29,206436653.775,Beverages,Illinois
2020-06-30,206173235.35000002,Beverages,Illinois
2020-07-01,205909816.925,Beverages,Illinois
2020-07-02,205646398.5,Beverages,Illinois
2020-07-03,205382980.07500002,Beverages,Illinois
2020-07-04,205119561.65,Beverages,Illinois
2020-07-05,204856143.22500002,Beverages,Illinois
2020-07-06,204592724.8,Beverages,Illinois
2020-07-07,204762633.25384617,Beverages,Illinois
2020-07-08,204932541.70769233,Beverages,Illinois
2020-07-09,205102450.16153848,Beverages,Illinois
2020-07-10,205272358.6153846,Beverages,Illinois
2020-07-11,205442267.06923077,Beverages,Illinois
2020-07-12,205612175.52307692,Beverages,Illinois
2020-07-13,205782083.97692308,Beverages,Illinois
2020-07-14,205951992.43076923,Beverages,Illinois
2020-07-15,206121900.8846154,Beverages,Illinois
2020-07-16,206291809.33846152,Beverages,Illinois
2020-07-17,206461717.79230767,Beverages,Illinois
2020-07-18,206631626.24615383,Beverages,Illinois
2020-07-19,206801534.7,Beverages,Illinois
2020-07-20,205545957.78571427,Beverages,Illinois
2020-07-21,204290380.87142855,Beverages,Illinois
2020-07-22,203034803.95714283,Beverages,Illinois
2020-07-23,201779227.04285714,Beverages,Illinois
2020-07-24,200523650.12857142,Beverages,Illinois
2020-07-25,199268073.2142857,Beverages,Illinois
2020-07-26,198012496.29999998,Beverages,Illinois
2020-07-27,196443823.3125,Beverages,Illinois
2020-07-28,194875150.325,Beverages,Illinois
2020-07-29,193306477.33749998,Beverages,Illinois
2020-07-30,191737804.35,Beverages,Illinois
2020-07-31,190169131.3625,Beverages,Illinois
2020-08-01,188600458.375,Beverages,Illinois
2020-08-02,187031785.3875,Beverages,Illinois
2020-08-03,185463112.4,Beverages,Illinois
2020-08-04,185241716.8375,Beverages,Illinois
2020-08-05,185020321.275,Beverages,Illinois
2020-08-06,184798925.7125,Beverages,Illinois
2020-08-07,184577530.15,Beverages,Illinois
2020-08-08,184356134.5875,Beverages,Illinois
2020-08-09,184134739.025,Beverages,Illinois
2020-08-10,183913343.4625,Beverages,Illinois
2020-08-11,183691947.9,Beverages,Illinois
2020-08-12,187157236.98,Beverages,Illinois
2020-08-13,190622526.06,Beverages,Illinois
2020-08-14,194087815.14,Beverages,Illinois
2020-08-15,197553104.22,Beverages,Illinois
2020-08-16,201018393.29999998,Beverages,Illinois
2020-08-17,200588626.88571426,Beverages,Illinois
2020-08-18,200158860.47142854,Beverages,Illinois
2020-08-19,199729094.05714282,Beverages,Illinois
2020-08-20,199299327.64285713,Beverages,Illinois
2020-08-21,198869561.22857141,Beverages,Illinois
2020-08-22,198439794.8142857,Beverages,Illinois
2020-08-23,198010028.39999998,Beverages,Illinois
2020-08-24,198621794.62857142,Beverages,Illinois
2020-08-25,199233560.85714284,Beverages,Illinois
2020-08-26,199845327.08571428,Beverages,Illinois
2020-08-27,200457093.3142857,Beverages,Illinois
2020-08-28,201068859.54285714,Beverages,Illinois
2020-08-29,201680625.77142856,Beverages,Illinois
2020-08-30,202292392.0,Beverages,Illinois
2020-08-31,191308806.56666666,Beverages,Illinois
2020-09-01,180325221.13333333,Beverages,Illinois
2020-09-02,169341635.7,Beverages,Illinois
2020-09-03,175301038.78333333,Beverages,Illinois
2020-09-04,181260441.86666667,Beverages,Illinois
2020-09-05,187219844.95,Beverages,Illinois
2020-09-06,193179248.03333333,Beverages,Illinois
2020-09-07,199138651.11666667,Beverages,Illinois
2020-09-08,205098054.20000002,Beverages,Illinois
2020-09-09,201786685.60000002,Beverages,Illinois
2020-09-10,198475317.0,Beverages,Illinois
2020-09-11,195163948.4,Beverages,Illinois
