State,Date,Forecast,BestModel
Iowa,2023-12-05,115491931.19051361,SARIMA
Iowa,2023-12-06,115415560.37946323,SARIMA
Iowa,2023-12-07,115341509.85423526,SARIMA
Iowa,2023-12-08,115268937.10552849,SARIMA
Iowa,2023-12-09,115197302.12588544,SARIMA
Iowa,2023-12-10,115126262.23677482,SARIMA
Iowa,2023-12-11,115058373.3232202,SARIMA
Iowa,2023-12-12,114981767.08960715,SARIMA
Iowa,2023-12-13,114906809.49207696,SARIMA
Iowa,2023-12-14,114832707.0697063,SARIMA
Iowa,2023-12-15,114759151.2920063,SARIMA
Iowa,2023-12-16,114685942.40468764,SARIMA
Iowa,2023-12-17,114612953.64745185,SARIMA
Iowa,2023-12-18,114544357.25344647,SARIMA
Iowa,2023-12-19,114466905.81990044,SARIMA
Iowa,2023-12-20,114391676.99343817,SARIMA
Iowa,2023-12-21,114317649.97938116,SARIMA
Iowa,2023-12-22,114244389.94479649,SARIMA
Iowa,2023-12-23,114171616.62089598,SARIMA
Iowa,2023-12-24,114099152.15440117,SARIMA
Iowa,2023-12-25,114030750.38235496,SARIMA
Iowa,2023-12-26,113953525.83718519,SARIMA
Iowa,2023-12-27,113878371.8173664,SARIMA
Iowa,2023-12-28,113804327.69220091,SARIMA
Iowa,2023-12-29,113730992.12191397,SARIMA
Iowa,2023-12-30,113658106.18716767,SARIMA
Iowa,2023-12-31,113585505.58264136,SARIMA
Iowa,2024-01-01,113517053.44734393,SARIMA
Iowa,2024-01-02,113439769.968343,SARIMA
Iowa,2024-01-03,113364596.59807096,SARIMA
Iowa,2024-01-04,113290557.04361948,SARIMA
Iowa,2024-01-05,113217241.2488387,SARIMA
Iowa,2024-01-06,113144384.7382724,SARIMA
Iowa,2024-01-07,113071819.68079226,SARIMA
Iowa,2024-01-08,113003380.70304446,SARIMA
Iowa,2024-01-09,112926112.61145556,SARIMA
Iowa,2024-01-10,112850944.29686545,SARIMA
Iowa,2024-01-11,112776903.55426727,SARIMA
Iowa,2024-01-12,112703582.60263489,SARIMA
Iowa,2024-01-13,112630718.41675186,SARIMA
Iowa,2024-01-14,112558144.08578457,SARIMA
Iowa,2024-01-15,112489701.67580244,SARIMA
Iowa,2024-01-16,112412429.5699229,SARIMA
Iowa,2024-01-17,112337259.9365377,SARIMA
Iowa,2024-01-18,112263219.50412239,SARIMA
Iowa,2024-01-19,112189899.89808461,SARIMA
Iowa,2024-01-20,112117037.71484892,SARIMA
Iowa,2024-01-21,112044465.80348222,SARIMA
Iowa,2024-01-22,111976024.28903706,SARIMA
Iowa,2024-01-23,111898753.23054853,SARIMA
Iowa,2024-01-24,111823583.94126327,SARIMA
Iowa,2024-01-25,111749543.42792544,SARIMA
Iowa,2024-01-26,111676223.47081214,SARIMA
Iowa,2024-01-27,111603360.76506694,SARIMA
Iowa,2024-01-28,111530788.22240198,SARIMA
Kansas,2023-12-04,90945771.60349797,SARIMA
Kansas,2023-12-05,90849904.16765364,SARIMA
Kansas,2023-12-06,90757126.60836147,SARIMA
Kansas,2023-12-07,90666167.61418338,SARIMA
Kansas,2023-12-08,90576352.06720972,SARIMA
Kansas,2023-12-09,90487254.42658073,SARIMA
Kansas,2023-12-10,90398607.5190662,SARIMA
Kansas,2023-12-11,90312480.67970914,SARIMA
Kansas,2023-12-12,90219494.48972788,SARIMA
Kansas,2023-12-13,90127733.55145511,SARIMA
Kansas,2023-12-14,90036654.19471338,SARIMA
Kansas,2023-12-15,89946003.97262871,SARIMA
Kansas,2023-12-16,89855623.1801179,SARIMA
Kansas,2023-12-17,89765411.54731971,SARIMA
Kansas,2023-12-18,89678766.19309478,SARIMA
Kansas,2023-12-19,89585083.93570225,SARIMA
Kansas,2023-12-20,89493106.00098714,SARIMA
Kansas,2023-12-21,89402101.06885085,SARIMA
Kansas,2023-12-22,89311708.36723995,SARIMA
Kansas,2023-12-23,89221700.05082573,SARIMA
Kansas,2023-12-24,89131933.06830993,SARIMA
Kansas,2023-12-25,89045438.06958358,SARIMA
Kansas,2023-12-26,88951953.10060509,SARIMA
Kansas,2023-12-27,88860037.9342106,SARIMA
Kansas,2023-12-28,88769013.91212404,SARIMA
Kansas,2023-12-29,88678550.69054165,SARIMA
Kansas,2023-12-30,88588439.56413119,SARIMA
Kansas,2023-12-31,88498549.49852426,SARIMA
Kansas,2024-01-01,88412012.9931285,SARIMA
Kansas,2024-01-02,88318473.39367135,SARIMA
Kansas,2024-01-03,88226540.89394711,SARIMA
Kansas,2024-01-04,88135522.23351441,SARIMA
Kansas,2024-01-05,88045078.63243552,SARIMA
Kansas,2024-01-06,87954996.0788602,SARIMA
Kansas,2024-01-07,87865140.20675519,SARIMA
Kansas,2024-01-08,87778615.23661706,SARIMA
Kansas,2024-01-09,87685090.813214,SARIMA
Kansas,2024-01-10,87593163.13043293,SARIMA
Kansas,2024-01-11,87502142.98347385,SARIMA
Kansas,2024-01-12,87411693.93551275,SARIMA
Kansas,2024-01-13,87321603.44857003,SARIMA
Kansas,2024-01-14,87231738.08197306,SARIMA
Kansas,2024-01-15,87145209.90901355,SARIMA
Kansas,2024-01-16,87051681.27165477,SARIMA
Kansas,2024-01-17,86959752.2514171,SARIMA
Kansas,2024-01-18,86868732.5173358,SARIMA
Kansas,2024-01-19,86778284.9819559,SARIMA
Kansas,2024-01-20,86688196.69803643,SARIMA
Kansas,2024-01-21,86598333.96795256,SARIMA
Kansas,2024-01-22,86511806.68438679,SARIMA
Kansas,2024-01-23,86418279.21719478,SARIMA
Kansas,2024-01-24,86326350.56835605,SARIMA
Kansas,2024-01-25,86235330.71962766,SARIMA
Kansas,2024-01-26,86144882.76422675,SARIMA
Kansas,2024-01-27,86054793.86855914,SARIMA
Kansas,2024-01-28,85964930.4063524,SARIMA
Kentucky,2023-12-04,168765871.00583655,SARIMA
Kentucky,2023-12-05,168621715.31281158,SARIMA
Kentucky,2023-12-06,168481831.15042076,SARIMA
Kentucky,2023-12-07,168344468.3553225,SARIMA
Kentucky,2023-12-08,168208725.4924747,SARIMA
Kentucky,2023-12-09,168074021.03605902,SARIMA
Kentucky,2023-12-10,167939982.21730682,SARIMA
Kentucky,2023-12-11,167809416.94684726,SARIMA
Kentucky,2023-12-12,167669375.21984887,SARIMA
Kentucky,2023-12-13,167531129.03482893,SARIMA
Kentucky,2023-12-14,167393873.52539548,SARIMA
Kentucky,2023-12-15,167257255.78560907,SARIMA
Kentucky,2023-12-16,167121046.8679221,SARIMA
Kentucky,2023-12-17,166985100.01273653,SARIMA
Kentucky,2023-12-18,166853846.9418048,SARIMA
Kentucky,2023-12-19,166712902.50004697,SARIMA
Kentucky,2023-12-20,166574337.91858464,SARIMA
Kentucky,2023-12-21,166437123.8640368,SARIMA
Kentucky,2023-12-22,166300778.50079438,SARIMA
Kentucky,2023-12-23,166164989.98469096,SARIMA
Kentucky,2023-12-24,166029558.41786778,SARIMA
Kentucky,2023-12-25,165898496.22411302,SARIMA
Kentucky,2023-12-26,165757794.43426695,SARIMA
Kentucky,2023-12-27,165619317.60412118,SARIMA
Kentucky,2023-12-28,165482095.83778188,SARIMA
Kentucky,2023-12-29,165345681.5039313,SARIMA
Kentucky,2023-12-30,165209784.74918908,SARIMA
Kentucky,2023-12-31,165074219.7721956,SARIMA
Kentucky,2024-01-01,164943108.37957358,SARIMA
Kentucky,2024-01-02,164802343.71742147,SARIMA
Kentucky,2024-01-03,164663844.2438052,SARIMA
Kentucky,2024-01-04,164526624.62350813,SARIMA
Kentucky,2024-01-05,164390228.34321898,SARIMA
Kentucky,2024-01-06,164254359.8390512,SARIMA
Kentucky,2024-01-07,164118829.64910546,SARIMA
Kentucky,2024-01-08,163987731.09505832,SARIMA
Kentucky,2024-01-09,163846982.8248405,SARIMA
Kentucky,2024-01-10,163708489.2589544,SARIMA
Kentucky,2024-01-11,163571269.08575726,SARIMA
Kentucky,2024-01-12,163434868.10676077,SARIMA
Kentucky,2024-01-13,163298992.2463468,SARIMA
Kentucky,2024-01-14,163163452.9966235,SARIMA
Kentucky,2024-01-15,163032351.09939465,SARIMA
Kentucky,2024-01-16,162891598.5600404,SARIMA
Kentucky,2024-01-17,162753103.45572293,SARIMA
Kentucky,2024-01-18,162615883.42681754,SARIMA
Kentucky,2024-01-19,162479483.67192182,SARIMA
Kentucky,2024-01-20,162343609.7277861,SARIMA
Kentucky,2024-01-21,162208072.83803955,SARIMA
Kentucky,2024-01-22,162076971.81169382,SARIMA
Kentucky,2024-01-23,161936220.3844004,SARIMA
Kentucky,2024-01-24,161797725.6808348,SARIMA
Kentucky,2024-01-25,161660505.61435613,SARIMA
Kentucky,2024-01-26,161524105.54061243,SARIMA
Kentucky,2024-01-27,161388231.09732646,SARIMA
Kentucky,2024-01-28,161252693.5928526,SARIMA
Louisiana,2023-12-04,177869208.7466866,SARIMA
Louisiana,2023-12-05,177751041.38977158,SARIMA
Louisiana,2023-12-06,177638581.25050992,SARIMA
Louisiana,2023-12-07,177529405.42673695,SARIMA
Louisiana,2023-12-08,177422385.1195908,SARIMA
Louisiana,2023-12-09,177316772.6579479,SARIMA
Louisiana,2023-12-10,177212079.71088257,SARIMA
Louisiana,2023-12-11,177111817.60080728,SARIMA
Louisiana,2023-12-12,176999292.59262386,SARIMA
Louisiana,2023-12-13,176889226.09360644,SARIMA
Louisiana,2023-12-14,176780429.2827374,SARIMA
Louisiana,2023-12-15,176672469.64436543,SARIMA
Louisiana,2023-12-16,176565056.79348782,SARIMA
Louisiana,2023-12-17,176458001.06920585,SARIMA
Louisiana,2023-12-18,176356826.035265,SARIMA
Louisiana,2023-12-19,176243209.31237054,SARIMA
Louisiana,2023-12-20,176132742.1887216,SARIMA
Louisiana,2023-12-21,176023970.1938893,SARIMA
Louisiana,2023-12-22,175916313.85135385,SARIMA
Louisiana,2023-12-23,175809386.1814947,SARIMA
Louisiana,2023-12-24,175702934.43399101,SARIMA
Louisiana,2023-12-25,175602001.42132524,SARIMA
Louisiana,2023-12-26,175488662.61328351,SARIMA
Louisiana,2023-12-27,175378301.4377954,SARIMA
Louisiana,2023-12-28,175269529.34679875,SARIMA
Louisiana,2023-12-29,175161803.4993805,SARIMA
Louisiana,2023-12-30,175054760.99130592,SARIMA
Louisiana,2023-12-31,174948164.79675534,SARIMA
Louisiana,2024-01-01,174847174.3176975,SARIMA
Louisiana,2024-01-02,174733768.98833793,SARIMA
Louisiana,2024-01-03,174623382.64412817,SARIMA
Louisiana,2024-01-04,174514610.87586138,SARIMA
Louisiana,2024-01-05,174406902.03619984,SARIMA
Louisiana,2024-01-06,174299887.43347368,SARIMA
Louisiana,2024-01-07,174193326.26188093,SARIMA
Louisiana,2024-01-08,174092349.73755613,SARIMA
Louisiana,2024-01-09,173978960.5342742,SARIMA
Louisiana,2024-01-10,173868580.30123863,SARIMA
Louisiana,2024-01-11,173759808.47009215,SARIMA
Louisiana,2024-01-12,173652095.52643275,SARIMA
Louisiana,2024-01-13,173545074.18030897,SARIMA
Louisiana,2024-01-14,173438504.5414316,SARIMA
Louisiana,2024-01-15,173337524.64443448,SARIMA
Louisiana,2024-01-16,173224131.54230696,SARIMA
Louisiana,2024-01-17,173113749.83225098,SARIMA
Louisiana,2024-01-18,173004978.01708397,SARIMA
Louisiana,2024-01-19,172897266.0666214,SARIMA
Louisiana,2024-01-20,172790246.35195023,SARIMA
Louisiana,2024-01-21,172683678.76139334,SARIMA
Louisiana,2024-01-22,172582699.68033388,SARIMA
Louisiana,2024-01-23,172469307.52136865,SARIMA
Louisiana,2024-01-24,172358926.16864097,SARIMA
Louisiana,2024-01-25,172250154.3496478,SARIMA
Louisiana,2024-01-26,172142442.15897164,SARIMA
Louisiana,2024-01-27,172035422.04969382,SARIMA
Louisiana,2024-01-28,171928853.96369058,SARIMA
Maine,2023-12-04,46012170.58251419,SARIMA
Maine,2023-12-05,46013071.32657248,SARIMA
Maine,2023-12-06,46015434.03213422,SARIMA
Maine,2023-12-07,46018494.56345549,SARIMA
Maine,2023-12-08,46021994.400124654,SARIMA
Maine,2023-12-09,46025765.98199214,SARIMA
Maine,2023-12-10,46029705.65981647,SARIMA
Maine,2023-12-11,46034523.041683964,SARIMA
Maine,2023-12-12,46036690.58275955,SARIMA
Maine,2023-12-13,46039489.10475958,SARIMA
Maine,2023-12-14,46042518.750091076,SARIMA
Maine,2023-12-15,46045697.25641597,SARIMA
Maine,2023-12-16,46048967.84507123,SARIMA
Maine,2023-12-17,46052295.39395071,SARIMA
Maine,2023-12-18,46056837.49181447,SARIMA
Maine,2023-12-19,46058759.7929913,SARIMA
Maine,2023-12-20,46061486.316654384,SARIMA
Maine,2023-12-21,46064540.28222355,SARIMA
Maine,2023-12-22,46067803.09092939,SARIMA
Maine,2023-12-23,46071195.08567829,SARIMA
Maine,2023-12-24,46074666.99224036,SARIMA
Maine,2023-12-25,46079274.699179806,SARIMA
Maine,2023-12-26,46081254.76157064,SARIMA
Maine,2023-12-27,46083998.750479124,SARIMA
Maine,2023-12-28,46087047.74031656,SARIMA
Maine,2023-12-29,46090291.59976592,SARIMA
Maine,2023-12-30,46093656.00152507,SARIMA
Maine,2023-12-31,46097094.96826283,SARIMA
Maine,2024-01-01,46101687.72760002,SARIMA
Maine,2024-01-02,46103654.60744869,SARIMA
Maine,2024-01-03,46106394.62746744,SARIMA
Maine,2024-01-04,46109444.7782599,SARIMA
Maine,2024-01-05,46112692.99296313,SARIMA
Maine,2024-01-06,46116063.72590331,SARIMA
Maine,2024-01-07,46119510.24608978,SARIMA
Maine,2024-01-08,46124106.43387735,SARIMA
Maine,2024-01-09,46126076.33653573,SARIMA
Maine,2024-01-10,46128817.26723226,SARIMA
Maine,2024-01-11,46131867.15269589,SARIMA
Maine,2024-01-12,46135114.36978548,SARIMA
Maine,2024-01-13,46138483.65213582,SARIMA
Maine,2024-01-14,46141928.44153073,SARIMA
Maine,2024-01-15,46146523.843753725,SARIMA
Maine,2024-01-16,46148493.053764775,SARIMA
Maine,2024-01-17,46151233.77580901,SARIMA
Maine,2024-01-18,46154283.72210072,SARIMA
Maine,2024-01-19,46157531.167820565,SARIMA
Maine,2024-01-20,46160900.78260011,SARIMA
Maine,2024-01-21,46164345.96863211,SARIMA
Maine,2024-01-22,46168941.55088009,SARIMA
Maine,2024-01-23,46170910.91962166,SARIMA
Maine,2024-01-24,46173651.68948241,SARIMA
Maine,2024-01-25,46176701.621835515,SARIMA
Maine,2024-01-26,46179949.015162595,SARIMA
Maine,2024-01-27,46183318.55376241,SARIMA
Maine,2024-01-28,46186763.64890056,SARIMA
Maryland,2023-12-04,167533584.0,XGBoost
Maryland,2023-12-05,164371712.0,XGBoost
Maryland,2023-12-06,162716784.0,XGBoost
Maryland,2023-12-07,161139008.0,XGBoost
Maryland,2023-12-08,157224816.0,XGBoost
Maryland,2023-12-09,154503952.0,XGBoost
Maryland,2023-12-10,154204832.0,XGBoost
Maryland,2023-12-11,154036576.0,XGBoost
Maryland,2023-12-12,154677296.0,XGBoost
Maryland,2023-12-13,155244880.0,XGBoost
Maryland,2023-12-14,155497872.0,XGBoost
Maryland,2023-12-15,156079792.0,XGBoost
Maryland,2023-12-16,156571104.0,XGBoost
Maryland,2023-12-17,156998432.0,XGBoost
Maryland,2023-12-18,157774352.0,XGBoost
Maryland,2023-12-19,158902336.0,XGBoost
Maryland,2023-12-20,159995168.0,XGBoost
Maryland,2023-12-21,160984000.0,XGBoost
Maryland,2023-12-22,162015760.0,XGBoost
Maryland,2023-12-23,163262960.0,XGBoost
Maryland,2023-12-24,163920912.0,XGBoost
Maryland,2023-12-25,163612384.0,XGBoost
Maryland,2023-12-26,162751152.0,XGBoost
Maryland,2023-12-27,161911584.0,XGBoost
Maryland,2023-12-28,161256416.0,XGBoost
Maryland,2023-12-29,158258176.0,XGBoost
Maryland,2023-12-30,155778096.0,XGBoost
Maryland,2023-12-31,155205536.0,XGBoost
Maryland,2024-01-01,153091312.0,XGBoost
Maryland,2024-01-02,153492368.0,XGBoost
Maryland,2024-01-03,152956992.0,XGBoost
Maryland,2024-01-04,152909360.0,XGBoost
Maryland,2024-01-05,152839760.0,XGBoost
Maryland,2024-01-06,152284656.0,XGBoost
Maryland,2024-01-07,152183760.0,XGBoost
Maryland,2024-01-08,152352896.0,XGBoost
Maryland,2024-01-09,152388896.0,XGBoost
Maryland,2024-01-10,152366368.0,XGBoost
Maryland,2024-01-11,152341264.0,XGBoost
Maryland,2024-01-12,152330176.0,XGBoost
Maryland,2024-01-13,152301712.0,XGBoost
Maryland,2024-01-14,152246912.0,XGBoost
Maryland,2024-01-15,152099200.0,XGBoost
Maryland,2024-01-16,152063328.0,XGBoost
Maryland,2024-01-17,152010720.0,XGBoost
Maryland,2024-01-18,151996208.0,XGBoost
Maryland,2024-01-19,151666752.0,XGBoost
Maryland,2024-01-20,151378896.0,XGBoost
Maryland,2024-01-21,150909872.0,XGBoost
Maryland,2024-01-22,150944880.0,XGBoost
Maryland,2024-01-23,151028944.0,XGBoost
Maryland,2024-01-24,150986880.0,XGBoost
Maryland,2024-01-25,150924400.0,XGBoost
Maryland,2024-01-26,150967472.0,XGBoost
Maryland,2024-01-27,150933648.0,XGBoost
Maryland,2024-01-28,151179504.0,XGBoost
Massachusetts,2023-12-04,180799106.4632416,SARIMA
Massachusetts,2023-12-05,180644553.40298963,SARIMA
Massachusetts,2023-12-06,180493135.70634547,SARIMA
Massachusetts,2023-12-07,180343635.07674113,SARIMA
Massachusetts,2023-12-08,180195372.9183868,SARIMA
Massachusetts,2023-12-09,180047909.86399788,SARIMA
Massachusetts,2023-12-10,179900962.41879055,SARIMA
Massachusetts,2023-12-11,179756456.6072877,SARIMA
Massachusetts,2023-12-12,179605035.81997854,SARIMA
Massachusetts,2023-12-13,179454882.4397285,SARIMA
Massachusetts,2023-12-14,179305471.32753617,SARIMA
Massachusetts,2023-12-15,179156540.23081857,SARIMA
Massachusetts,2023-12-16,179007918.85648602,SARIMA
Massachusetts,2023-12-17,178859497.32561865,SARIMA
Massachusetts,2023-12-18,178714485.37868932,SARIMA
Massachusetts,2023-12-19,178562290.844991,SARIMA
Massachusetts,2023-12-20,178411855.7929638,SARIMA
Massachusetts,2023-12-21,178262471.75149885,SARIMA
Massachusetts,2023-12-22,178113767.0618882,SARIMA
Massachusetts,2023-12-23,177965500.71330535,SARIMA
Massachusetts,2023-12-24,177817517.19733053,SARIMA
Massachusetts,2023-12-25,177672659.92765808,SARIMA
Massachusetts,2023-12-26,177520693.76743132,SARIMA
Massachusetts,2023-12-27,177370343.51239112,SARIMA
Massachusetts,2023-12-28,177220954.1463778,SARIMA
Massachusetts,2023-12-29,177072185.94673702,SARIMA
Massachusetts,2023-12-30,176923818.54486325,SARIMA
Massachusetts,2023-12-31,176775709.75140285,SARIMA
Massachusetts,2024-01-01,176630808.43512556,SARIMA
Massachusetts,2024-01-02,176478776.8879706,SARIMA
Massachusetts,2024-01-03,176328402.42954147,SARIMA
Massachusetts,2024-01-04,176179014.70892686,SARIMA
Massachusetts,2024-01-05,176030264.84355295,SARIMA
Massachusetts,2024-01-06,175881926.54417402,SARIMA
Massachusetts,2024-01-07,175733853.80123708,SARIMA
Massachusetts,2024-01-08,175588965.16907844,SARIMA
Massachusetts,2024-01-09,175436952.4347699,SARIMA
Massachusetts,2024-01-10,175286584.94355804,SARIMA
Massachusetts,2024-01-11,175137196.75518906,SARIMA
Massachusetts,2024-01-12,174988441.62178814,SARIMA
Massachusetts,2024-01-13,174840094.95708218,SARIMA
Massachusetts,2024-01-14,174692011.85033444,SARIMA
Massachusetts,2024-01-15,174547119.57216328,SARIMA
Massachusetts,2024-01-16,174395101.4293833,SARIMA
Massachusetts,2024-01-17,174244731.93534255,SARIMA
Massachusetts,2024-01-18,174095343.88171047,SARIMA
Massachusetts,2024-01-19,173946590.26313224,SARIMA
Massachusetts,2024-01-20,173798246.00372756,SARIMA
Massachusetts,2024-01-21,173650165.87684828,SARIMA
Massachusetts,2024-01-22,173505274.6470213,SARIMA
Massachusetts,2024-01-23,173353258.0593122,SARIMA
Massachusetts,2024-01-24,173202889.1411425,SARIMA
Massachusetts,2024-01-25,173053501.04878244,SARIMA
Massachusetts,2024-01-26,172904746.99467,SARIMA
Massachusetts,2024-01-27,172756402.0436982,SARIMA
Massachusetts,2024-01-28,172608321.06005055,SARIMA
Michigan,2023-12-04,284503890.37248343,SARIMA
Michigan,2023-12-05,284371424.02298594,SARIMA
Michigan,2023-12-06,284245615.0168334,SARIMA
Michigan,2023-12-07,284123611.5760392,SARIMA
Michigan,2023-12-08,284004006.68018305,SARIMA
Michigan,2023-12-09,283885909.1397445,SARIMA
Michigan,2023-12-10,283768758.89044046,SARIMA
Michigan,2023-12-11,283656669.304501,SARIMA
Michigan,2023-12-12,283530426.1822572,SARIMA
Michigan,2023-12-13,283406925.9724044,SARIMA
Michigan,2023-12-14,283284870.1257102,SARIMA
Michigan,2023-12-15,283163727.1198782,SARIMA
Michigan,2023-12-16,283043157.78502345,SARIMA
Michigan,2023-12-17,282922948.9712673,SARIMA
Michigan,2023-12-18,282809677.791459,SARIMA
Michigan,2023-12-19,282682035.5540138,SARIMA
Michigan,2023-12-20,282558074.62886536,SARIMA
Michigan,2023-12-21,282436121.98820907,SARIMA
Michigan,2023-12-22,282315437.0569487,SARIMA
Michigan,2023-12-23,282195548.81229424,SARIMA
Michigan,2023-12-24,282076161.2419665,SARIMA
Michigan,2023-12-25,281963212.7068401,SARIMA
Michigan,2023-12-26,281835944.7518976,SARIMA
Michigan,2023-12-27,281712109.6994344,SARIMA
Michigan,2023-12-28,281590133.56257457,SARIMA
Michigan,2023-12-29,281469331.1408901,SARIMA
Michigan,2023-12-30,281349266.33554137,SARIMA
Michigan,2023-12-31,281229665.0820579,SARIMA
Michigan,2024-01-01,281116632.7991362,SARIMA
Michigan,2024-01-02,280989267.4055814,SARIMA
Michigan,2024-01-03,280865399.6833719,SARIMA
Michigan,2024-01-04,280743429.8188757,SARIMA
Michigan,2024-01-05,280622658.1749463,SARIMA
Michigan,2024-01-06,280502639.54766226,SARIMA
Michigan,2024-01-07,280383094.15050286,SARIMA
Michigan,2024-01-08,280270083.7669537,SARIMA
Michigan,2024-01-09,280142743.84161264,SARIMA
Michigan,2024-01-10,280018884.66237956,SARIMA
Michigan,2024-01-11,279896913.1644725,SARIMA
Michigan,2024-01-12,279776133.4833639,SARIMA
Michigan,2024-01-13,279656102.7944794,SARIMA
Michigan,2024-01-14,279536542.8065892,SARIMA
Michigan,2024-01-15,279423526.7028134,SARIMA
Michigan,2024-01-16,279296180.12461334,SARIMA
Michigan,2024-01-17,279172318.71391565,SARIMA
Michigan,2024-01-18,279050347.64292526,SARIMA
Michigan,2024-01-19,278929570.06159216,SARIMA
Michigan,2024-01-20,278809542.5237842,SARIMA
Michigan,2024-01-21,278689986.3476562,SARIMA
Michigan,2024-01-22,278576971.73827547,SARIMA
Michigan,2024-01-23,278449626.8981016,SARIMA
Michigan,2024-01-24,278325766.0703687,SARIMA
Michigan,2024-01-25,278203794.88785756,SARIMA
Michigan,2024-01-26,278083016.75797963,SARIMA
Michigan,2024-01-27,277962988.3969811,SARIMA
Michigan,2024-01-28,277843431.2250625,SARIMA
Minnesota,2023-12-04,154808141.6807013,SARIMA
Minnesota,2023-12-05,154715628.361318,SARIMA
Minnesota,2023-12-06,154626920.0304082,SARIMA
Minnesota,2023-12-07,154540391.5909513,SARIMA
Minnesota,2023-12-08,154455220.3748081,SARIMA
Minnesota,2023-12-09,154370892.23222455,SARIMA
Minnesota,2023-12-10,154287087.78608787,SARIMA
Minnesota,2023-12-11,154206165.72837085,SARIMA
Minnesota,2023-12-12,154117127.0957854,SARIMA
Minnesota,2023-12-13,154029590.50499094,SARIMA
Minnesota,2023-12-14,153942856.03929844,SARIMA
Minnesota,2023-12-15,153856622.063709,SARIMA
Minnesota,2023-12-16,153770698.98019493,SARIMA
Minnesota,2023-12-17,153684969.01515004,SARIMA
Minnesota,2023-12-18,153603387.04674754,SARIMA
Minnesota,2023-12-19,153513464.14494684,SARIMA
Minnesota,2023-12-20,153425661.72076026,SARIMA
Minnesota,2023-12-21,153339030.41932535,SARIMA
Minnesota,2023-12-22,153253129.07843024,SARIMA
Minnesota,2023-12-23,153167681.17097118,SARIMA
Minnesota,2023-12-24,153082514.92514965,SARIMA
Minnesota,2023-12-25,153001129.0886865,SARIMA
Minnesota,2023-12-26,152911464.29409444,SARIMA
Minnesota,2023-12-27,152823740.76707122,SARIMA
Minnesota,2023-12-28,152737081.39706594,SARIMA
Minnesota,2023-12-29,152651085.46894774,SARIMA
Minnesota,2023-12-30,152565501.6545235,SARIMA
Minnesota,2023-12-31,152480173.8349348,SARIMA
Minnesota,2024-01-01,152398731.8857199,SARIMA
Minnesota,2024-01-02,152308993.0850973,SARIMA
Minnesota,2024-01-03,152221246.98200193,SARIMA
Minnesota,2024-01-04,152134595.73176956,SARIMA
Minnesota,2024-01-05,152048627.01223636,SARIMA
Minnesota,2024-01-06,151963082.26389512,SARIMA
Minnesota,2024-01-07,151877800.875974,SARIMA
Minnesota,2024-01-08,151796375.0556313,SARIMA
Minnesota,2024-01-09,151706657.52125096,SARIMA
Minnesota,2024-01-10,151618917.90721312,SARIMA
Minnesota,2024-01-11,151532264.32626393,SARIMA
Minnesota,2024-01-12,151446287.79126546,SARIMA
Minnesota,2024-01-13,151360731.82046884,SARIMA
Minnesota,2024-01-14,151275437.09375426,SARIMA
Minnesota,2024-01-15,151194006.6400737,SARIMA
Minnesota,2024-01-16,151104282.99633667,SARIMA
Minnesota,2024-01-17,151016541.51818368,SARIMA
Minnesota,2024-01-18,150929888.60689336,SARIMA
Minnesota,2024-01-19,150843914.31723052,SARIMA
Minnesota,2024-01-20,150758361.57054096,SARIMA
Minnesota,2024-01-21,150673070.67592207,SARIMA
Minnesota,2024-01-22,150591641.5533556,SARIMA
Minnesota,2024-01-23,150501919.6647716,SARIMA
Minnesota,2024-01-24,150414178.72216108,SARIMA
Minnesota,2024-01-25,150327525.6184882,SARIMA
Minnesota,2024-01-26,150241550.6837684,SARIMA
Minnesota,2024-01-27,150155997.01083174,SARIMA
Minnesota,2024-01-28,150070705.0152974,SARIMA
Mississippi,2023-12-04,120483410.32603535,SARIMA
Mississippi,2023-12-05,120418080.08852318,SARIMA
Mississippi,2023-12-06,120361779.39531992,SARIMA
Mississippi,2023-12-07,120308654.83491823,SARIMA
Mississippi,2023-12-08,120257551.03419115,SARIMA
Mississippi,2023-12-09,120207633.8751896,SARIMA
Mississippi,2023-12-10,120158413.53966707,SARIMA
Mississippi,2023-12-11,120114158.95701116,SARIMA
Mississippi,2023-12-12,120055427.69738233,SARIMA
Mississippi,2023-12-13,120001051.88736403,SARIMA
Mississippi,2023-12-14,119947469.69828512,SARIMA
Mississippi,2023-12-15,119894482.67929116,SARIMA
Mississippi,2023-12-16,119841845.15938178,SARIMA
Mississippi,2023-12-17,119789412.8718866,SARIMA
Mississippi,2023-12-18,119743755.45664541,SARIMA
Mississippi,2023-12-19,119684082.89114767,SARIMA
Mississippi,2023-12-20,119629486.56718652,SARIMA
Mississippi,2023-12-21,119576045.41960345,SARIMA
Mississippi,2023-12-22,119523416.27436854,SARIMA
Mississippi,2023-12-23,119471263.95766474,SARIMA
Mississippi,2023-12-24,119419391.64439704,SARIMA
Mississippi,2023-12-25,119373980.72206359,SARIMA
Mississippi,2023-12-26,119314472.92583239,SARIMA
Mississippi,2023-12-27,119259916.75599669,SARIMA
Mississippi,2023-12-28,119206453.09885158,SARIMA
Mississippi,2023-12-29,119153763.87668723,SARIMA
Mississippi,2023-12-30,119101529.42253579,SARIMA
Mississippi,2023-12-31,119049562.01733452,SARIMA
Mississippi,2024-01-01,119004109.28207068,SARIMA
